actor_i,actor_j,overlap_jaccard_rpa,exclusive_phi_proximity,complementarity_score,k_i,k_j,same_regime,regime_pair,pair_type,pair_label
India,Norway,0.2916666666666667,0.3546178383020489,0.06295117163538222,13,18,0,2-3,Separate / weak,India - Norway
India,Peru,0.3,0.3433942528060175,0.0433942528060175,13,13,0,1-2,Separate / weak,India - Peru
India,Poland,0.3333333333333333,0.34628770739064857,0.012954374057315254,13,11,1,2-2,Separate / weak,India - Poland
India,Portugal,0.17647058823529413,0.337870676061599,0.16140008782630486,13,7,0,1-2,Separate / weak,India - Portugal
India,Romania,0.29411764705882354,0.4013580679755816,0.10724042091675806,13,9,1,2-2,Aligned,India - Romania
India,Russian Federation,0.28,0.37445358187134503,0.094453581871345,13,19,0,2-3,Separate / weak,India - Russian Federation
India,South Africa,0.14814814814814814,0.407437805357697,0.2592896572095489,13,18,1,2-2,Complementary,India - South Africa
India,Spain,0.16666666666666666,0.37943090679686514,0.21276424013019848,13,15,1,2-2,Separate / weak,India - Spain
India,Sweden,0.17391304347826086,0.40258865622681417,0.2286756127485533,13,14,1,2-2,Complementary,India - Sweden
India,Türkiye,0.35714285714285715,0.3231560022127974,-0.03398685493005976,13,6,0,1-2,Separate / weak,India - Türkiye
India,Ukraine,0.15,0.4049647341022381,0.2549647341022381,13,10,0,2-3,Complementary,India - Ukraine
India,United Kingdom,0.12903225806451613,0.3913521778245676,0.2623199197600515,13,22,0,2-3,Complementary,India - United Kingdom
India,United States,0.18518518518518517,0.39937566237008426,0.2141904771848991,13,19,0,2-3,Complementary,India - United States
India,Uruguay,0.30434782608695654,0.41383247454300087,0.10948464845604433,13,17,1,2-2,Aligned,India - Uruguay
India,Venezuela,0.2,0.30164835164835163,0.10164835164835162,13,5,0,1-2,Separate / weak,India - Venezuela
Italy,Japan,0.4,0.4011772219009061,0.001177221900906078,15,13,1,2-2,Aligned,Italy - Japan
Italy,Korea (ROK),0.47619047619047616,0.331500319426016,-0.14469015676446018,15,16,0,2-3,Separate / weak,Italy - Korea (ROK)
Italy,Netherlands,0.3333333333333333,0.3736511752136752,0.040317841880341876,15,13,1,2-2,Separate / weak,Italy - Netherlands
Italy,New Zealand,0.2,0.4005892768252115,0.2005892768252115,15,21,0,2-3,Complementary,Italy - New Zealand
Italy,Norway,0.17857142857142858,0.38610383432555373,0.20753240575412515,15,18,0,2-3,Complementary,Italy - Norway
Italy,Peru,0.4,0.35198601398601403,-0.04801398601398599,15,13,0,1-2,Separate / weak,Italy - Peru
Italy,Poland,0.3,0.3605595488103228,0.06055954881032283,15,11,1,2-2,Separate / weak,Italy - Poland
Italy,Portugal,0.1,0.3590908615935613,0.2590908615935613,15,7,0,1-2,Separate / weak,Italy - Portugal
Italy,Romania,0.2,0.4244327118737282,0.2244327118737282,15,9,1,2-2,Complementary,Italy - Romania
Italy,Russian Federation,0.25925925925925924,0.4360139623341055,0.17675470307484625,15,19,0,2-3,Aligned,Italy - Russian Federation
Italy,South Africa,0.43478260869565216,0.3624939692982456,-0.07228863939740654,15,18,1,2-2,Separate / weak,Italy - South Africa
Italy,Spain,0.30434782608695654,0.3775718613494349,0.07322403526247834,15,15,1,2-2,Separate / weak,Italy - Spain
Italy,Sweden,0.2608695652173913,0.3854049188148453,0.12453535359745399,15,14,1,2-2,Aligned,Italy - Sweden
Italy,Türkiye,0.16666666666666666,0.402228514719507,0.23556184805284033,15,6,0,1-2,Complementary,Italy - Türkiye
Italy,Ukraine,0.19047619047619047,0.4469306825184568,0.25645449204226634,15,10,0,2-3,Complementary,Italy - Ukraine
Italy,United Kingdom,0.15625,0.38667470617884303,0.23042470617884303,15,22,0,2-3,Complementary,Italy - United Kingdom
Italy,United States,0.36,0.28071517562896875,-0.07928482437103124,15,19,0,2-3,Separate / weak,Italy - United States
Italy,Uruguay,0.3333333333333333,0.43237297789929363,0.09903964456596032,15,17,1,2-2,Aligned,Italy - Uruguay
Italy,Venezuela,0.17647058823529413,0.28700396825396823,0.1105333800186741,15,5,0,1-2,Separate / weak,Italy - Venezuela
Japan,Korea (ROK),0.45,0.3363950387847447,-0.11360496121525532,13,16,0,2-3,Separate / weak,Japan - Korea (ROK)
Japan,Netherlands,0.3,0.3616303864203024,0.061630386420302385,13,13,1,2-2,Separate / weak,Japan - Netherlands
Japan,New Zealand,0.13333333333333333,0.37392940831394983,0.2405960749806165,13,21,0,2-3,Separate / weak,Japan - New Zealand
Japan,Norway,0.14814814814814814,0.35299142801520067,0.20484327986705253,13,18,0,2-3,Separate / weak,Japan - Norway
Japan,Peru,0.3,0.36700796107916855,0.06700796107916857,13,13,0,1-2,Separate / weak,Japan - Peru
Japan,Poland,0.09090909090909091,0.41583915883451483,0.3249300679254239,13,11,1,2-2,Complementary,Japan - Poland
Japan,Portugal,0.05263157894736842,0.38675370076482357,0.33412212181745515,13,7,0,1-2,Complementary,Japan - Portugal
Japan,Romania,0.29411764705882354,0.40516205367041414,0.1110444066115906,13,9,1,2-2,Aligned,Japan - Romania
Japan,Russian Federation,0.391304347826087,0.3398224153297683,-0.05148193249631866,13,19,0,2-3,Separate / weak,Japan - Russian Federation
Japan,South Africa,0.34782608695652173,0.3459661319073084,-0.0018599550492133243,13,18,1,2-2,Separate / weak,Japan - South Africa
Japan,Spain,0.21739130434782608,0.4038610610558172,0.18646975670799112,13,15,1,2-2,Aligned,Japan - Spain
Japan,Sweden,0.17391304347826086,0.3975691654120447,0.2236561219337838,13,14,1,2-2,Complementary,Japan - Sweden
Japan,Türkiye,0.11764705882352941,0.4029325607571772,0.28528550193364777,13,6,0,1-2,Complementary,Japan - Türkiye
Japan,Ukraine,0.2777777777777778,0.3636099137931035,0.08583213601532569,13,10,0,2-3,Separate / weak,Japan - Ukraine
Japan,United Kingdom,0.09375,0.3913538464400267,0.2976038464400267,13,22,0,2-3,Complementary,Japan - United Kingdom
Japan,United States,0.23076923076923078,0.3514796640230343,0.12071043325380354,13,19,0,2-3,Separate / weak,Japan - United States
Japan,Uruguay,0.42857142857142855,0.4182249561583927,-0.010346472413035823,13,17,1,2-2,Aligned,Japan - Uruguay
Japan,Venezuela,0.2,0.41252747252747257,0.21252747252747256,13,5,0,1-2,Complementary,Japan - Venezuela
Korea (ROK),Netherlands,0.16,0.3727053509212952,0.2127053509212952,16,13,0,2-3,Separate / weak,Korea (ROK) - Netherlands
Korea (ROK),New Zealand,0.15625,0.3859482540846888,0.2296982540846888,16,21,1,3-3,Complementary,Korea (ROK) - New Zealand
Korea (ROK),Norway,0.1724137931034483,0.3807468290818493,0.20833303597840103,16,18,1,3-3,Separate / weak,Korea (ROK) - Norway
Korea (ROK),Peru,0.38095238095238093,0.3616204146730463,-0.019331966279334645,16,13,0,1-3,Separate / weak,Korea (ROK) - Peru
Korea (ROK),Poland,0.2857142857142857,0.34165892221813277,0.05594463650384707,16,11,0,2-3,Separate / weak,Korea (ROK) - Poland
Korea (ROK),Portugal,0.15,0.33594246167823055,0.18594246167823056,16,7,0,1-3,Separate / weak,Korea (ROK) - Portugal
Korea (ROK),Romania,0.3157894736842105,0.44280562397372747,0.12701615028951696,16,9,0,2-3,Aligned,Korea (ROK) - Romania
Korea (ROK),Russian Federation,0.4,0.3859213934213934,-0.0140786065786066,16,19,1,3-3,Aligned,Korea (ROK) - Russian Federation
Korea (ROK),South Africa,0.3076923076923077,0.3790905448717949,0.07139823717948718,16,18,0,2-3,Separate / weak,Korea (ROK) - South Africa
Korea (ROK),Spain,0.2916666666666667,0.38047414634585686,0.08880747967919017,16,15,0,2-3,Separate / weak,Korea (ROK) - Spain
Korea (ROK),Sweden,0.2,0.3897310097310097,0.1897310097310097,16,14,0,2-3,Complementary,Korea (ROK) - Sweden
Korea (ROK),Türkiye,0.15789473684210525,0.3798799762976373,0.22198523945553206,16,6,0,1-3,Separate / weak,Korea (ROK) - Türkiye
Korea (ROK),Ukraine,0.23809523809523808,0.375248040099113,0.13715280200387492,16,10,1,3-3,Separate / weak,Korea (ROK) - Ukraine
Korea (ROK),United Kingdom,0.1875,0.3611142203701471,0.17361422037014712,16,22,1,3-3,Separate / weak,Korea (ROK) - United Kingdom
Korea (ROK),United States,0.25,0.3666526918360705,0.11665269183607052,16,19,1,3-3,Separate / weak,Korea (ROK) - United States
Korea (ROK),Uruguay,0.43478260869565216,0.37578731811703947,-0.05899529057861269,16,17,0,2-3,Separate / weak,Korea (ROK) - Uruguay
Korea (ROK),Venezuela,0.23529411764705882,0.23490971747550693,-0.00038440017155189077,16,5,0,1-3,Separate / weak,Korea (ROK) - Venezuela
Netherlands,New Zealand,0.21428571428571427,0.37715241237179953,0.16286669808608525,13,21,0,2-3,Separate / weak,Netherlands - New Zealand
Netherlands,Norway,0.24,0.3709435376714789,0.13094353767147893,13,18,0,2-3,Separate / weak,Netherlands - Norway
Netherlands,Peru,0.23809523809523808,0.3495086875843455,0.11141344948910742,13,13,0,1-2,Separate / weak,Netherlands - Peru
Netherlands,Poland,0.043478260869565216,0.4163593500797448,0.3728810892101796,13,11,1,2-2,Complementary,Netherlands - Poland
Netherlands,Portugal,0.05263157894736842,0.38793673865101486,0.33530515970364644,13,7,0,1-2,Complementary,Netherlands - Portugal
Netherlands,Romania,0.15789473684210525,0.38861521116512043,0.23072047432301518,13,9,1,2-2,Complementary,Netherlands - Romania
Netherlands,Russian Federation,0.18518518518518517,0.37529463133247415,0.19010944614728897,13,19,0,2-3,Separate / weak,Netherlands - Russian Federation
Netherlands,South Africa,0.4090909090909091,0.3114221670142723,-0.09766874207663684,13,18,1,2-2,Separate / weak,Netherlands - South Africa
Netherlands,Spain,0.2727272727272727,0.4014039419186478,0.1286766691913751,13,15,1,2-2,Aligned,Netherlands - Spain
Netherlands,Sweden,0.35,0.38168449197860965,0.031684491978609675,13,14,1,2-2,Aligned,Netherlands - Sweden
Netherlands,Türkiye,0.05555555555555555,0.3974488517899429,0.34189329623438736,13,6,0,1-2,Complementary,Netherlands - Türkiye
Netherlands,Ukraine,0.2777777777777778,0.38146953621091556,0.10369175843313777,13,10,0,2-3,Aligned,Netherlands - Ukraine
Netherlands,United Kingdom,0.16666666666666666,0.362127529257279,0.19546086259061232,13,22,0,2-3,Separate / weak,Netherlands - United Kingdom
Netherlands,United States,0.23076923076923078,0.36016337702189627,0.1293941462526655,13,19,0,2-3,Separate / weak,Netherlands - United States
Netherlands,Uruguay,0.30434782608695654,0.3735203174018964,0.06917249131493985,13,17,1,2-2,Separate / weak,Netherlands - Uruguay
Netherlands,Venezuela,0.125,0.324493561993562,0.199493561993562,13,5,0,1-2,Separate / weak,Netherlands - Venezuela
New Zealand,Norway,0.5,0.3333972323049002,-0.1666027676950998,21,18,1,3-3,Separate / weak,New Zealand - Norway
New Zealand,Peru,0.13333333333333333,0.3306643172768934,0.19733098394356005,21,13,0,1-3,Separate / weak,New Zealand - Peru
New Zealand,Poland,0.18518518518518517,0.3424567131201376,0.15727152793495242,21,11,0,2-3,Separate / weak,New Zealand - Poland
New Zealand,Portugal,0.07692307692307693,0.3539742056189425,0.27705112869586557,21,7,0,1-3,Separate / weak,New Zealand - Portugal
New Zealand,Romania,0.15384615384615385,0.2936979686979687,0.13985181485181486,21,9,0,2-3,Separate / weak,New Zealand - Romania
New Zealand,Russian Federation,0.25,0.36922390518786713,0.11922390518786713,21,19,1,3-3,Separate / weak,New Zealand - Russian Federation
New Zealand,South Africa,0.21875,0.35902729622173246,0.14027729622173246,21,18,0,2-3,Separate / weak,New Zealand - South Africa
New Zealand,Spain,0.125,0.4087388525358866,0.2837388525358866,21,15,0,2-3,Complementary,New Zealand - Spain
New Zealand,Sweden,0.20689655172413793,0.3840872754929583,0.17719072376882036,21,14,0,2-3,Complementary,New Zealand - Sweden
New Zealand,Türkiye,0.08,0.34048988936759833,0.2604898893675983,21,6,0,1-3,Separate / weak,New Zealand - Türkiye
New Zealand,Ukraine,0.19230769230769232,0.3639437134502924,0.1716360211426001,21,10,1,3-3,Separate / weak,New Zealand - Ukraine
New Zealand,United Kingdom,0.3870967741935484,0.3515966467217757,-0.03550012747177267,21,22,1,3-3,Separate / weak,New Zealand - United Kingdom
New Zealand,United States,0.25,0.40209016522987384,0.15209016522987384,21,19,1,3-3,Aligned,New Zealand - United States
New Zealand,Uruguay,0.15151515151515152,0.36405786353254027,0.21254271201738875,21,17,0,2-3,Separate / weak,New Zealand - Uruguay
New Zealand,Venezuela,0.0,0.344311367340924,0.344311367340924,21,5,0,1-3,Separate / weak,New Zealand - Venezuela
Norway,Peru,0.10714285714285714,0.3604841355325102,0.25334127838965304,18,13,0,1-3,Separate / weak,Norway - Peru
Norway,Poland,0.2608695652173913,0.38751489592279065,0.12664533070539935,18,11,0,2-3,Aligned,Norway - Poland
Norway,Portugal,0.08695652173913043,0.3997451077639088,0.3127885860247784,18,7,0,1-3,Complementary,Norway - Portugal
Norway,Romania,0.125,0.3806182121971596,0.2556182121971596,18,9,0,2-3,Separate / weak,Norway - Romania
Norway,Russian Federation,0.27586206896551724,0.32277862746129,0.04691655849577275,18,19,1,3-3,Separate / weak,Norway - Russian Federation
Norway,South Africa,0.2413793103448276,0.3620089428350053,0.12062963249017769,18,18,0,2-3,Separate / weak,Norway - South Africa
Norway,Spain,0.17857142857142858,0.37531077689279047,0.1967393483213619,18,15,0,2-3,Separate / weak,Norway - Spain
Norway,Sweden,0.28,0.33290361599185136,0.05290361599185134,18,14,0,2-3,Separate / weak,Norway - Sweden
Norway,Türkiye,0.09090909090909091,0.3870132502384941,0.29610415932940315,18,6,0,1-3,Complementary,Norway - Türkiye
Norway,Ukraine,0.21739130434782608,0.3549832797531347,0.13759197540530863,18,10,1,3-3,Separate / weak,Norway - Ukraine
Norway,United Kingdom,0.3793103448275862,0.34234343281342183,-0.036966912014164355,18,22,1,3-3,Separate / weak,Norway - United Kingdom
Norway,United States,0.27586206896551724,0.37482120802702124,0.098959139061504,18,19,1,3-3,Separate / weak,Norway - United States
Norway,Uruguay,0.12903225806451613,0.3888426690500101,0.25981041098549396,18,17,0,2-3,Complementary,Norway - Uruguay
Norway,Venezuela,0.045454545454545456,0.3507191338073691,0.3052645883528236,18,5,0,1-3,Separate / weak,Norway - Venezuela
Peru,Poland,0.2,0.3536384040795806,0.15363840407958057,13,11,0,1-2,Separate / weak,Peru - Poland
Peru,Portugal,0.17647058823529413,0.31941937001470466,0.14294878177941053,13,7,1,1-1,Separate / weak,Peru - Portugal
Peru,Romania,0.29411764705882354,0.35651483496686404,0.0623971879080405,13,9,0,1-2,Separate / weak,Peru - Romania
Peru,Russian Federation,0.28,0.3482338467632585,0.0682338467632585,13,19,0,1-3,Separate / weak,Peru - Russian Federation
Peru,South Africa,0.34782608695652173,0.3574640637140637,0.009637976757541966,13,18,0,1-2,Separate / weak,Peru - South Africa
Peru,Spain,0.21739130434782608,0.38782859848484846,0.17043729413702238,13,15,0,1-2,Aligned,Peru - Spain
Peru,Sweden,0.22727272727272727,0.345371314642148,0.11809858736942072,13,14,0,1-2,Separate / weak,Peru - Sweden
Peru,Türkiye,0.1875,0.3989109254504792,0.21141092545047918,13,6,1,1-1,Complementary,Peru - Türkiye
Peru,Ukraine,0.21052631578947367,0.3590227096525805,0.1484963938631068,13,10,0,1-3,Separate / weak,Peru - Ukraine
Peru,United Kingdom,0.12903225806451613,0.3871522326350446,0.2581199745705285,13,22,0,1-3,Complementary,Peru - United Kingdom
Peru,United States,0.23076923076923078,0.3639877983480524,0.1332185675788216,13,19,0,1-3,Separate / weak,Peru - United States
Peru,Uruguay,0.5,0.37903762903762905,-0.12096237096237095,13,17,0,1-2,Separate / weak,Peru - Uruguay
Peru,Venezuela,0.2857142857142857,0.3589914551679258,0.0732771694536401,13,5,1,1-1,Separate / weak,Peru - Venezuela
Poland,Portugal,0.2,0.3843073054818744,0.1843073054818744,11,7,0,1-2,Complementary,Poland - Portugal
Poland,Romania,0.17647058823529413,0.40821051371244205,0.23173992547714792,11,9,1,2-2,Complementary,Poland - Romania
Poland,Russian Federation,0.15384615384615385,0.410198885222105,0.25635273137595116,11,19,0,2-3,Complementary,Poland - Russian Federation
Poland,South Africa,0.16,0.429337377663616,0.269337377663616,11,18,1,2-2,Complementary,Poland - South Africa
Poland,Spain,0.3,0.36508540192750716,0.06508540192750717,11,15,1,2-2,Separate / weak,Poland - Spain
Poland,Sweden,0.13636363636363635,0.38556902353029743,0.24920538716666107,11,14,1,2-2,Complementary,Poland - Sweden
Poland,Türkiye,0.0625,0.40821104731982016,0.34571104731982016,11,6,0,1-2,Complementary,Poland - Türkiye
Poland,Ukraine,0.05,0.4295220563522848,0.3795220563522848,11,10,0,2-3,Complementary,Poland - Ukraine
Poland,United Kingdom,0.2692307692307692,0.38049867374005303,0.11126790450928381,11,22,0,2-3,Separate / weak,Poland - United Kingdom
Poland,United States,0.2,0.416048389375295,0.21604838937529497,11,19,0,2-3,Complementary,Poland - United States
Poland,Uruguay,0.16666666666666666,0.417701874710984,0.25103520804431734,11,17,1,2-2,Complementary,Poland - Uruguay
Poland,Venezuela,0.14285714285714285,0.36235754985754987,0.21950040700040702,11,5,0,1-2,Separate / weak,Poland - Venezuela
Portugal,Romania,0.14285714285714285,0.3669511034078703,0.22409396055072744,7,9,0,1-2,Separate / weak,Portugal - Romania
Portugal,Russian Federation,0.04,0.3514555799866598,0.31145557998665985,7,19,0,1-3,Separate / weak,Portugal - Russian Federation
Portugal,South Africa,0.041666666666666664,0.3880771594868958,0.3464104928202291,7,18,0,1-2,Complementary,Portugal - South Africa
Portugal,Spain,0.15789473684210525,0.4015632236537409,0.24366848681163567,7,15,0,1-2,Complementary,Portugal - Spain
Portugal,Sweden,0.16666666666666666,0.3506605076891721,0.18399384102250546,7,14,0,1-2,Separate / weak,Portugal - Sweden
Portugal,Türkiye,0.18181818181818182,0.32789592760180997,0.14607774578362814,7,6,1,1-1,Separate / weak,Portugal - Türkiye
Portugal,Ukraine,0.0625,0.36664085484518927,0.30414085484518927,7,10,0,1-3,Separate / weak,Portugal - Ukraine
Portugal,United Kingdom,0.11538461538461539,0.35137483130904185,0.23599021592442646,7,22,0,1-3,Separate / weak,Portugal - United Kingdom
Portugal,United States,0.08333333333333333,0.3749176391204255,0.2915843057870922,7,19,0,1-3,Separate / weak,Portugal - United States
Portugal,Uruguay,0.14285714285714285,0.3694971361575864,0.22663999330044354,7,17,0,1-2,Separate / weak,Portugal - Uruguay
Portugal,Venezuela,0.2,0.3507420740179361,0.1507420740179361,7,5,1,1-1,Separate / weak,Portugal - Venezuela
Romania,Russian Federation,0.21739130434782608,0.403888782273218,0.18649747792539192,9,19,0,2-3,Aligned,Romania - Russian Federation
Romania,South Africa,0.17391304347826086,0.40120931399922805,0.22729627052096718,9,18,1,2-2,Complementary,Romania - South Africa
Romania,Spain,0.2631578947368421,0.41132791618544795,0.14817002144860586,9,15,1,2-2,Aligned,Romania - Spain
Romania,Sweden,0.09523809523809523,0.4296490635675073,0.3344109683294121,9,14,1,2-2,Complementary,Romania - Sweden
Romania,Türkiye,0.15384615384615385,0.4186698561003349,0.26482370225418106,9,6,0,1-2,Complementary,Romania - Türkiye
Romania,Ukraine,0.26666666666666666,0.3360631145170619,0.06939644785039523,9,10,0,2-3,Separate / weak,Romania - Ukraine
Romania,United Kingdom,0.10714285714285714,0.3611187788819368,0.2539759217390796,9,22,0,2-3,Separate / weak,Romania - United Kingdom
Romania,United States,0.07692307692307693,0.39538483188637985,0.3184617549633029,9,19,0,2-3,Complementary,Romania - United States
Romania,Uruguay,0.3,0.38535843727849994,0.08535843727849995,9,17,1,2-2,Aligned,Romania - Uruguay
Romania,Venezuela,0.16666666666666666,0.4017304534545914,0.23506378678792475,9,5,0,1-2,Complementary,Romania - Venezuela
Russian Federation,South Africa,0.4230769230769231,0.3133268079959256,-0.10975011508099747,19,18,0,2-3,Separate / weak,Russian Federation - South Africa
Russian Federation,Spain,0.21428571428571427,0.417611609743665,0.20332589545795074,19,15,0,2-3,Complementary,Russian Federation - Spain
Russian Federation,Sweden,0.2692307692307692,0.34858968507658245,0.07935891584581323,19,14,0,2-3,Separate / weak,Russian Federation - Sweden
Russian Federation,Türkiye,0.08695652173913043,0.3779708157409443,0.2910142940018139,19,6,0,1-3,Separate / weak,Russian Federation - Türkiye
Russian Federation,Ukraine,0.20833333333333334,0.399041873041019,0.19070853970768567,19,10,1,3-3,Complementary,Russian Federation - Ukraine
Russian Federation,United Kingdom,0.24242424242424243,0.34848005817660527,0.10605581575236284,19,22,1,3-3,Separate / weak,Russian Federation - United Kingdom
Russian Federation,United States,0.15151515151515152,0.4010571603852537,0.24954200887010217,19,19,1,3-3,Complementary,Russian Federation - United States
Russian Federation,Uruguay,0.2857142857142857,0.3832400844925472,0.09752579877826151,19,17,0,2-3,Aligned,Russian Federation - Uruguay
Russian Federation,Venezuela,0.14285714285714285,0.26167582417582413,0.11881868131868129,19,5,0,1-3,Separate / weak,Russian Federation - Venezuela
South Africa,Spain,0.2222222222222222,0.40949426465777095,0.18727204243554874,18,15,1,2-2,Aligned,South Africa - Spain
South Africa,Sweden,0.23076923076923078,0.3635948768616145,0.13282564609238373,18,14,1,2-2,Separate / weak,South Africa - Sweden
South Africa,Türkiye,0.09090909090909091,0.4094125751877033,0.3185034842786124,18,6,0,1-2,Complementary,South Africa - Türkiye
South Africa,Ukraine,0.21739130434782608,0.3940921384227672,0.1767008340749411,18,10,0,2-3,Aligned,South Africa - Ukraine
South Africa,United Kingdom,0.3333333333333333,0.3378107609091382,0.004477427575804882,18,22,0,2-3,Separate / weak,South Africa - United Kingdom
South Africa,United States,0.37037037037037035,0.3743732306450326,0.004002860274662234,18,19,0,2-3,Separate / weak,South Africa - United States
South Africa,Uruguay,0.34615384615384615,0.4141208283066835,0.06796698215283736,18,17,1,2-2,Aligned,South Africa - Uruguay
South Africa,Venezuela,0.09523809523809523,0.3621022206959707,0.26686412545787547,18,5,0,1-2,Separate / weak,South Africa - Venezuela
Spain,Sweden,0.3181818181818182,0.4324936224489796,0.11431180426716142,15,14,1,2-2,Aligned,Spain - Sweden
Spain,Türkiye,0.05,0.3845261626251404,0.3345261626251404,15,6,0,1-2,Complementary,Spain - Türkiye
Spain,Ukraine,0.13636363636363635,0.4130978134160183,0.27673417705238196,15,10,0,2-3,Complementary,Spain - Ukraine
Spain,United Kingdom,0.23333333333333334,0.38423516966468285,0.15090183633134951,15,22,0,2-3,Aligned,Spain - United Kingdom
Spain,United States,0.21428571428571427,0.3571953007551385,0.14290958646942423,15,19,0,2-3,Separate / weak,Spain - United States
Spain,Uruguay,0.28,0.39103778677462886,0.11103778677462883,15,17,1,2-2,Aligned,Spain - Uruguay
Spain,Venezuela,0.17647058823529413,0.3209325396825397,0.14446195144724558,15,5,0,1-2,Separate / weak,Spain - Venezuela
Sweden,Türkiye,0.0,0.3774037785340764,0.3774037785340764,14,6,0,1-2,Separate / weak,Sweden - Türkiye
Sweden,Ukraine,0.14285714285714285,0.3996525582633693,0.25679541540622647,14,10,0,2-3,Complementary,Sweden - Ukraine
Sweden,United Kingdom,0.16129032258064516,0.34952519538244453,0.18823487280179937,14,22,0,2-3,Separate / weak,Sweden - United Kingdom
Sweden,United States,0.17857142857142858,0.41062687955309657,0.232055450981668,14,19,0,2-3,Complementary,Sweden - United States
Sweden,Uruguay,0.24,0.36297074635890425,0.12297074635890426,14,17,1,2-2,Separate / weak,Sweden - Uruguay
Sweden,Venezuela,0.11764705882352941,0.309478021978022,0.19183096315449258,14,5,0,1-2,Separate / weak,Sweden - Venezuela
Türkiye,Ukraine,0.23076923076923078,0.39041933298899245,0.15965010221976167,6,10,0,1-3,Aligned,Türkiye - Ukraine
Türkiye,United Kingdom,0.07692307692307693,0.33965512622052874,0.2627320492974518,6,22,0,1-3,Separate / weak,Türkiye - United Kingdom
Türkiye,United States,0.041666666666666664,0.3896931979555819,0.3480265312889152,6,19,0,1-3,Complementary,Türkiye - United States
Türkiye,Uruguay,0.21052631578947367,0.3540581727224278,0.14353185693295412,6,17,0,1-2,Separate / weak,Türkiye - Uruguay
Türkiye,Venezuela,0.2222222222222222,0.2773443594944609,0.05512213727223869,6,5,1,1-1,Separate / weak,Türkiye - Venezuela
Ukraine,United Kingdom,0.23076923076923078,0.3724508044844732,0.14168157371524243,10,22,1,3-3,Separate / weak,Ukraine - United Kingdom
Ukraine,United States,0.11538461538461539,0.41342378005980945,0.2980391646751941,10,19,1,3-3,Complementary,Ukraine - United States
Ukraine,Uruguay,0.22727272727272727,0.3998965291615019,0.17262380188877466,10,17,0,2-3,Aligned,Ukraine - Uruguay
Ukraine,Venezuela,0.07142857142857142,0.3674064249926319,0.2959778535640605,10,5,0,1-3,Separate / weak,Ukraine - Venezuela
United Kingdom,United States,0.41379310344827586,0.3918143939393939,-0.021978709508881977,22,19,1,3-3,Aligned,United Kingdom - United States
United Kingdom,Uruguay,0.18181818181818182,0.3655696322842098,0.18375145046602798,22,17,0,2-3,Separate / weak,United Kingdom - Uruguay
United Kingdom,Venezuela,0.0,0.37078219194598505,0.37078219194598505,22,5,0,1-3,Separate / weak,United Kingdom - Venezuela
United States,Uruguay,0.2413793103448276,0.3761037987010617,0.1347244883562341,19,17,0,2-3,Separate / weak,United States - Uruguay
United States,Venezuela,0.043478260869565216,0.38083216671578746,0.33735390584622227,19,5,0,1-3,Complementary,United States - Venezuela
Uruguay,Venezuela,0.2222222222222222,0.36249361062054564,0.14027138839832343,17,5,0,1-2,Separate / weak,Uruguay - Venezuela
